"","subject","modality","accuracy","mean(confidence, na.rm = T)"
"730",94,"Calories",1,6.15384615384615
"731",94,"GDP",0,1.8
"732",94,"GDP",1,4.26229508196721
"733",94,"memory",0,1.72727272727273
"734",94,"memory",1,5.21022727272727
"735",94,"vision",0,1.16363636363636
"736",94,"vision",1,2.93793103448276
"737",95,"Calories",0,4.96551724137931
"738",95,"Calories",1,5.21621621621622
"739",95,"GDP",0,2.62857142857143
"740",95,"GDP",1,4.06451612903226
"741",95,"memory",0,2.74509803921569
"742",95,"memory",1,4.44295302013423
"743",95,"vision",0,2.85714285714286
"744",95,"vision",1,4.375
"745",96,"Calories",0,3.71428571428571
"746",96,"Calories",1,3.56716417910448
"747",96,"GDP",0,3.43333333333333
"748",96,"GDP",1,5.17333333333333
"749",96,"memory",0,2.38461538461538
"750",96,"memory",1,4.3416149068323
"751",96,"vision",0,2.81034482758621
"752",96,"vision",1,4.12676056338028
"753",97,"Calories",0,2.76666666666667
"754",97,"Calories",1,3.55072463768116
"755",97,"GDP",0,1.625
"756",97,"GDP",1,4.01492537313433
"757",97,"memory",0,2.23076923076923
"758",97,"memory",1,5.17919075144509
"759",97,"vision",0,2.33333333333333
"760",97,"vision",1,3.17482517482518
"761",98,"Calories",0,5.40740740740741
"762",98,"Calories",1,5.98507462686567
"763",98,"GDP",0,2.67857142857143
"764",98,"GDP",1,5.12
"765",98,"memory",0,1.80701754385965
"766",98,"memory",1,4
"767",98,"vision",0,2.60655737704918
"768",98,"vision",1,3.71223021582734
"769",99,"Calories",0,4.7741935483871
"770",99,"Calories",1,5.55
"771",99,"GDP",0,2.58620689655172
"772",99,"GDP",1,4.45
"773",99,"memory",0,3.15
"774",99,"memory",1,4.52857142857143
"775",99,"vision",0,3.26415094339623
"776",99,"vision",1,3.81632653061224
"777",100,"Calories",0,5.03448275862069
"778",100,"Calories",1,5.01492537313433
"779",100,"GDP",0,3.78378378378378
"780",100,"GDP",1,5.31818181818182
"781",100,"memory",0,4.10344827586207
"782",100,"memory",1,6.73684210526316
"783",100,"vision",0,4.8135593220339
"784",100,"vision",1,6.01428571428571
"785",101,"Calories",0,3.71875
"786",101,"Calories",1,4.55263157894737
"787",101,"GDP",0,1.88461538461538
"788",101,"GDP",1,3.86153846153846
"789",101,"memory",0,1.6551724137931
"790",101,"memory",1,4.08450704225352
"791",101,"vision",0,3
"792",101,"vision",1,3.72463768115942
"793",102,"Calories",0,4.08
"794",102,"Calories",1,5.48
"795",102,"GDP",0,1.31034482758621
"796",102,"GDP",1,2.55555555555556
"797",102,"memory",0,3.06976744186047
"798",102,"memory",1,5.30322580645161
"799",102,"vision",0,3.16363636363636
"800",102,"vision",1,3.97222222222222
"801",104,"Calories",0,4.69230769230769
"802",104,"Calories",1,5.92537313432836
"803",104,"GDP",0,2.88461538461538
"804",104,"GDP",1,4.4375
"805",104,"memory",0,3.68181818181818
"806",104,"memory",1,5.41558441558442
"807",104,"vision",0,3.94
"808",104,"vision",1,4.45890410958904
"809",105,"Calories",0,5.14814814814815
"810",105,"Calories",1,6.01612903225806
"811",105,"GDP",0,3.39285714285714
"812",105,"GDP",1,4.39473684210526
"813",105,"memory",0,2.42857142857143
"814",105,"memory",1,5.18709677419355
"815",105,"vision",0,3.12280701754386
"816",105,"vision",1,4.13380281690141
"817",106,"Calories",0,3.27586206896552
"818",106,"Calories",1,3.6
"819",106,"GDP",0,3.96666666666667
"820",106,"GDP",1,4.54929577464789
"821",106,"memory",0,2.61702127659574
"822",106,"memory",1,4.36184210526316
"823",106,"vision",0,2.66037735849057
"824",106,"vision",1,4.27210884353742
"825",107,"Calories",0,3.66666666666667
"826",107,"Calories",1,3.78082191780822
"827",107,"GDP",0,2.4375
"828",107,"GDP",1,3.44615384615385
"829",107,"memory",0,2.68852459016393
"830",107,"memory",1,3.6304347826087
"831",107,"vision",0,3.51785714285714
"832",107,"vision",1,4.46527777777778
"833",109,"Calories",0,4.2
"834",109,"Calories",1,5.30882352941176
"835",109,"GDP",0,1.86206896551724
"836",109,"GDP",1,4.08450704225352
"837",109,"memory",0,3.8
"838",109,"memory",1,6.24705882352941
"839",109,"vision",0,4.09677419354839
"840",109,"vision",1,5.30434782608696
"841",110,"Calories",0,3.51351351351351
"842",110,"Calories",1,3.92753623188406
"843",110,"GDP",0,2.8
"844",110,"GDP",1,4.90476190476191
"845",110,"memory",0,2.38775510204082
"846",110,"memory",1,4.57615894039735
"847",110,"vision",0,2.89285714285714
"848",110,"vision",1,3.98611111111111
"849",111,"Calories",0,5.38709677419355
"850",111,"Calories",1,6.32467532467532
"851",111,"GDP",0,2.03846153846154
"852",111,"GDP",1,3.78125
"853",111,"memory",0,3.23404255319149
"854",111,"memory",1,5.30718954248366
"855",111,"vision",0,4.06779661016949
"856",111,"vision",1,4.93617021276596
"857",112,"Calories",0,6.33333333333333
"858",112,"Calories",1,6.58108108108108
"859",112,"GDP",0,4.33333333333333
"860",112,"GDP",1,5.58064516129032
"861",112,"memory",0,4.96153846153846
"862",112,"memory",1,6.16091954022988
"863",112,"vision",0,4.61290322580645
"864",112,"vision",1,4.96376811594203
"865",113,"Calories",0,3.73333333333333
"866",113,"Calories",1,4.94520547945205
"867",113,"GDP",0,1.96666666666667
"868",113,"GDP",1,4.45454545454545
"869",113,"memory",0,1.8
"870",113,"memory",1,4.2987012987013
"871",113,"vision",0,2.5
"872",113,"vision",1,4.35416666666667
"873",114,"Calories",0,5.25
"874",114,"Calories",1,6.01351351351351
"875",114,"GDP",0,3
"876",114,"GDP",1,4.45454545454545
"877",114,"memory",0,1.27450980392157
"878",114,"memory",1,4.54054054054054
"879",114,"vision",0,3.34426229508197
"880",114,"vision",1,4.21739130434783
"881",115,"Calories",0,4.89655172413793
"882",115,"Calories",1,5.70422535211268
"883",115,"GDP",0,2
"884",115,"GDP",1,5.03076923076923
"885",115,"memory",0,1.66666666666667
"886",115,"memory",1,3.1
"887",115,"vision",0,3.18181818181818
"888",115,"vision",1,3.875
"889",116,"Calories",0,4.79411764705882
"890",116,"Calories",1,5.15068493150685
"891",116,"GDP",0,4.56
"892",116,"GDP",1,5.36363636363636
"893",116,"memory",0,1.95081967213115
"894",116,"memory",1,4.30935251798561
"895",116,"vision",0,4.23809523809524
"896",116,"vision",1,4.75182481751825
"897",117,"Calories",0,5.56521739130435
"898",117,"Calories",1,6.23880597014925
"899",117,"GDP",0,3.19444444444444
"900",117,"GDP",1,4.82191780821918
"901",117,"memory",0,2.58536585365854
"902",117,"memory",1,5.45283018867925
"903",117,"vision",0,4.82456140350877
"904",117,"vision",1,6.08450704225352
"905",118,"Calories",0,5.16129032258065
"906",118,"Calories",1,5.04285714285714
"907",118,"GDP",0,2
"908",118,"GDP",1,3.5
"909",118,"memory",0,1.88888888888889
"910",118,"memory",1,5.06470588235294
"911",118,"vision",0,2.17741935483871
"912",118,"vision",1,3.54347826086957
"913",119,"Calories",0,4.03225806451613
"914",119,"Calories",1,4.69444444444444
"915",119,"GDP",0,4
"916",119,"GDP",1,5.3134328358209
"917",119,"memory",0,2.65909090909091
"918",119,"memory",1,4.73076923076923
"919",119,"vision",0,2.7037037037037
"920",119,"vision",1,3.55479452054795
"921",120,"Calories",0,5.13793103448276
"922",120,"Calories",1,5.77142857142857
"923",120,"GDP",0,4.16
"924",120,"GDP",1,5.2
"925",120,"memory",0,2.46153846153846
"926",120,"memory",1,5.43478260869565
"927",120,"vision",0,3.34426229508197
"928",120,"vision",1,4.2589928057554
"929",121,"Calories",0,4.57142857142857
"930",121,"Calories",1,5.08108108108108
"931",121,"GDP",0,4.41379310344828
"932",121,"GDP",1,5.23188405797101
"933",121,"memory",0,3.0327868852459
"934",121,"memory",1,5.18248175182482
"935",121,"vision",0,3.40740740740741
"936",121,"vision",1,4.93835616438356
"937",122,"Calories",0,6.17857142857143
"938",122,"Calories",1,6.55263157894737
"939",122,"GDP",0,4.8
"940",122,"GDP",1,5.78571428571429
"941",122,"memory",0,4.37837837837838
"942",122,"memory",1,6.03726708074534
"943",122,"vision",0,3.93220338983051
"944",122,"vision",1,4.77304964539007
"945",123,"Calories",0,5.07692307692308
"946",123,"Calories",1,5.47297297297297
"947",123,"GDP",0,3.17241379310345
"948",123,"GDP",1,4.78571428571429
"949",123,"memory",0,3.74683544303797
"950",123,"memory",1,4.21487603305785
"951",123,"vision",0,3.69090909090909
"952",123,"vision",1,4.4
"953",124,"Calories",0,4.46666666666667
"954",124,"Calories",1,5.67605633802817
"955",124,"GDP",0,2.4
"956",124,"GDP",1,4.18055555555556
"957",124,"memory",0,2.16666666666667
"958",124,"memory",1,4.2
"959",124,"vision",0,2.36363636363636
"960",124,"vision",1,3.75862068965517
"961",125,"Calories",0,4.54545454545455
"962",125,"Calories",1,6.15942028985507
"963",125,"GDP",0,4.22857142857143
"964",125,"GDP",1,5.3013698630137
"965",125,"memory",0,1.69444444444444
"966",125,"memory",1,4.54878048780488
"967",125,"vision",0,3.12727272727273
"968",125,"vision",1,4.88965517241379
"969",126,"Calories",0,3.7027027027027
"970",126,"Calories",1,4.56944444444444
"971",126,"GDP",0,3.4
"972",126,"GDP",1,3.92424242424242
"973",126,"memory",0,2
"974",126,"memory",1,3.99367088607595
"975",126,"vision",0,2.57627118644068
"976",126,"vision",1,2.95035460992908
"977",127,"Calories",0,4.10714285714286
"978",127,"Calories",1,5.56
"979",127,"GDP",0,3.62962962962963
"980",127,"GDP",1,5.36231884057971
"981",127,"memory",0,2.53333333333333
"982",127,"memory",1,4.17985611510791
"983",127,"vision",0,3.47368421052632
"984",127,"vision",1,4.22535211267606
"985",128,"Calories",0,5.34615384615385
"986",128,"Calories",1,5.8955223880597
"987",128,"GDP",0,4.30555555555556
"988",128,"GDP",1,5.16901408450704
"989",128,"memory",0,3.5
"990",128,"memory",1,5.73006134969325
"991",128,"vision",0,4.69090909090909
"992",128,"vision",1,5.66206896551724
"993",129,"Calories",0,3.41666666666667
"994",129,"Calories",1,5.125
"995",129,"GDP",0,2.81818181818182
"996",129,"GDP",1,4.45070422535211
"997",129,"memory",0,2.22857142857143
"998",129,"memory",1,4.4969696969697
"999",129,"vision",0,3.35483870967742
"1000",129,"vision",1,4.40875912408759
"1001",130,"Calories",0,4.51612903225806
"1002",130,"Calories",1,5.31944444444444
"1003",130,"GDP",0,3.48148148148148
"1004",130,"GDP",1,4.58571428571429
"1005",130,"memory",0,2.14285714285714
"1006",130,"memory",1,5.26966292134831
"1007",130,"vision",0,3.6140350877193
"1008",130,"vision",1,4.11188811188811
"1009",131,"Calories",0,5.37037037037037
"1010",131,"Calories",1,5.83333333333333
"1011",131,"GDP",0,3.73529411764706
"1012",131,"GDP",1,4.92063492063492
"1013",131,"memory",0,NA
"1014",131,"memory",1,NA
"1015",131,"vision",0,4.94444444444444
"1016",131,"vision",1,5.34057971014493
"1017",132,"Calories",0,4.1875
"1018",132,"Calories",1,5.36842105263158
"1019",132,"GDP",0,4.08333333333333
"1020",132,"GDP",1,5.08333333333333
"1021",132,"memory",0,3.76923076923077
"1022",132,"memory",1,5.32369942196532
"1023",132,"vision",0,3.65573770491803
"1024",132,"vision",1,4.63503649635036
"1025",133,"Calories",0,3.96153846153846
"1026",133,"Calories",1,5.01492537313433
"1027",133,"GDP",0,3.7
"1028",133,"GDP",1,4.53246753246753
"1029",133,"memory",0,3.09090909090909
"1030",133,"memory",1,4.79850746268657
"1031",133,"vision",0,4.25423728813559
"1032",133,"vision",1,4.95
"1033",134,"Calories",0,3.47826086956522
"1034",134,"Calories",1,4.44444444444444
"1035",134,"GDP",0,2.89285714285714
"1036",134,"GDP",1,5.12162162162162
"1037",134,"memory",0,2.17073170731707
"1038",134,"memory",1,4.69811320754717
"1039",134,"vision",0,3.28333333333333
"1040",134,"vision",1,3.56428571428571
"1041",135,"Calories",0,4.96666666666667
"1042",135,"Calories",1,5.61538461538461
"1043",135,"GDP",0,2.67741935483871
"1044",135,"GDP",1,4.45901639344262
"1045",135,"memory",0,4.08823529411765
"1046",135,"memory",1,5.31927710843374
"1047",135,"vision",0,3.92727272727273
"1048",135,"vision",1,5.00694444444444
"1049",136,"Calories",0,4.96666666666667
"1050",136,"Calories",1,6.09210526315789
"1051",136,"GDP",0,4.11538461538461
"1052",136,"GDP",1,5.30769230769231
"1053",136,"memory",0,1.35135135135135
"1054",136,"memory",1,4.90184049079755
"1055",136,"vision",0,2.75471698113208
"1056",136,"vision",1,3.3469387755102
"1057",137,"Calories",0,4.125
"1058",137,"Calories",1,4.92647058823529
"1059",137,"GDP",0,1.82758620689655
"1060",137,"GDP",1,2.75641025641026
"1061",137,"memory",0,1.79591836734694
"1062",137,"memory",1,3.3112582781457
"1063",137,"vision",0,2.03703703703704
"1064",137,"vision",1,3.39041095890411
"1065",138,"Calories",0,5.06451612903226
"1066",138,"Calories",1,5.3
"1067",138,"GDP",0,4.61111111111111
"1068",138,"GDP",1,5.65079365079365
"1069",138,"memory",0,3.17241379310345
"1070",138,"memory",1,4.55714285714286
"1071",138,"vision",0,4.54385964912281
"1072",138,"vision",1,5.08391608391608
"1073",139,"Calories",0,4.86206896551724
"1074",139,"Calories",1,5.18918918918919
"1075",139,"GDP",0,1.93333333333333
"1076",139,"GDP",1,4.87878787878788
"1077",139,"memory",0,2.13636363636364
"1078",139,"memory",1,4.67307692307692
"1079",139,"vision",0,3.17543859649123
"1080",139,"vision",1,4.40559440559441
"1081",140,"Calories",0,5.7
"1082",140,"Calories",1,6.25
"1083",140,"GDP",0,4.88888888888889
"1084",140,"GDP",1,5.8955223880597
"1085",140,"memory",0,3.88571428571429
"1086",140,"memory",1,5.62424242424242
"1087",140,"vision",0,5.17857142857143
"1088",140,"vision",1,5.72916666666667
"1089",141,"Calories",0,4.55172413793103
"1090",141,"Calories",1,5.109375
"1091",141,"GDP",0,2.7741935483871
"1092",141,"GDP",1,4.76712328767123
"1093",141,"memory",0,3.74626865671642
"1094",141,"memory",1,5.08270676691729
"1095",141,"vision",0,4.38983050847458
"1096",141,"vision",1,5.06428571428571
"1097",142,"Calories",0,4.51724137931035
"1098",142,"Calories",1,5.31746031746032
"1099",142,"GDP",0,3.78125
"1100",142,"GDP",1,4.85526315789474
"1101",142,"memory",0,3.85074626865672
"1102",142,"memory",1,5.14285714285714
"1103",142,"vision",0,3.01818181818182
"1104",142,"vision",1,4.9448275862069
"1105",143,"Calories",0,4.92857142857143
"1106",143,"Calories",1,5.21917808219178
"1107",143,"GDP",0,3.23333333333333
"1108",143,"GDP",1,4.93846153846154
"1109",143,"memory",0,2.075
"1110",143,"memory",1,4.70625
"1111",143,"vision",0,3.67857142857143
"1112",143,"vision",1,4.35664335664336
"1113",144,"Calories",0,4.87096774193548
"1114",144,"Calories",1,5.75
"1115",144,"GDP",0,3.56666666666667
"1116",144,"GDP",1,4.75757575757576
"1117",144,"memory",0,1.9
"1118",144,"memory",1,4.05732484076433
"1119",144,"vision",0,3.18032786885246
"1120",144,"vision",1,4.44927536231884
"1121",145,"Calories",0,4.48387096774194
"1122",145,"Calories",1,4.86301369863014
"1123",145,"GDP",0,3
"1124",145,"GDP",1,4.20289855072464
"1125",145,"memory",0,3.25
"1126",145,"memory",1,4.65625
"1127",145,"vision",0,3.85714285714286
"1128",145,"vision",1,4.60416666666667
"1129",146,"Calories",0,5.27586206896552
"1130",146,"Calories",1,5.90789473684211
"1131",146,"GDP",0,3.71428571428571
"1132",146,"GDP",1,5.65625
"1133",146,"memory",0,4.29824561403509
"1134",146,"memory",1,5.52816901408451
"1135",146,"vision",0,4.3859649122807
"1136",146,"vision",1,5.36363636363636
"1137",147,"Calories",0,4.68965517241379
"1138",147,"Calories",1,5.921875
"1139",147,"GDP",0,2.93333333333333
"1140",147,"GDP",1,4.35616438356164
"1141",147,"memory",0,2.56363636363636
"1142",147,"memory",1,5.03448275862069
"1143",147,"vision",0,4.31578947368421
"1144",147,"vision",1,4.95774647887324
"1145",148,"Calories",0,4.39130434782609
"1146",148,"Calories",1,5.48387096774194
"1147",148,"GDP",0,3.5
"1148",148,"GDP",1,5.48717948717949
"1149",148,"memory",0,1.975
"1150",148,"memory",1,4.325
"1151",148,"vision",0,2
"1152",148,"vision",1,2.88571428571429
"1153",149,"Calories",0,5.03703703703704
"1154",149,"Calories",1,5.91803278688525
"1155",149,"GDP",0,3.03030303030303
"1156",149,"GDP",1,4.37662337662338
"1157",149,"memory",0,2.53571428571429
"1158",149,"memory",1,5.38953488372093
"1159",149,"vision",0,4.17460317460317
"1160",149,"vision",1,4.64963503649635
"1161",150,"Calories",0,4.6551724137931
"1162",150,"Calories",1,5.80952380952381
"1163",150,"GDP",0,3.63888888888889
"1164",150,"GDP",1,5.32394366197183
"1165",150,"memory",0,2.34090909090909
"1166",150,"memory",1,4.68627450980392
"1167",150,"vision",0,1.88679245283019
"1168",150,"vision",1,2.07534246575342
"1169",151,"Calories",0,5.2962962962963
"1170",151,"Calories",1,6.3768115942029
"1171",151,"GDP",0,4.84848484848485
"1172",151,"GDP",1,5.76056338028169
"1173",151,"memory",0,2.825
"1174",151,"memory",1,5.5
"1175",151,"vision",0,3.86666666666667
"1176",151,"vision",1,4.06428571428571
"1177",152,"Calories",0,4.66666666666667
"1178",152,"Calories",1,5.34666666666667
"1179",152,"GDP",0,3.5
"1180",152,"GDP",1,4.72307692307692
"1181",152,"memory",0,3.87234042553191
"1182",152,"memory",1,5.56953642384106
"1183",152,"vision",0,3.16666666666667
"1184",152,"vision",1,3.91724137931034
"1185",153,"Calories",0,6
"1186",153,"Calories",1,5.90140845070423
"1187",153,"GDP",0,2.89655172413793
"1188",153,"GDP",1,5.1830985915493
"1189",153,"memory",0,3.8
"1190",153,"memory",1,6.28
"1191",153,"vision",0,3.91379310344828
"1192",153,"vision",1,5.09154929577465
"1193",154,"Calories",0,4.625
"1194",154,"Calories",1,5.40350877192982
"1195",154,"GDP",0,4.06666666666667
"1196",154,"GDP",1,4.82278481012658
"1197",154,"memory",0,2.85714285714286
"1198",154,"memory",1,5.22424242424242
"1199",154,"vision",0,3.32203389830508
"1200",154,"vision",1,4.64539007092199
"1201",155,"Calories",0,4.09375
"1202",155,"Calories",1,5.78333333333333
"1203",155,"GDP",0,3.82758620689655
"1204",155,"GDP",1,4.86075949367089
"1205",155,"memory",0,3.21739130434783
"1206",155,"memory",1,6.16949152542373
"1207",155,"vision",0,3.76271186440678
"1208",155,"vision",1,5.27659574468085
"1209",156,"Calories",0,4.25
"1210",156,"Calories",1,5.01470588235294
"1211",156,"GDP",0,4.09090909090909
"1212",156,"GDP",1,4.22058823529412
"1213",156,"memory",0,3.26530612244898
"1214",156,"memory",1,4.81456953642384
"1215",156,"vision",0,3.96666666666667
"1216",156,"vision",1,4.43571428571429
"1217",157,"Calories",0,3.75
"1218",157,"Calories",1,4.82352941176471
"1219",157,"GDP",0,3.29032258064516
"1220",157,"GDP",1,5.35714285714286
"1221",157,"memory",0,2.4390243902439
"1222",157,"memory",1,4.67721518987342
"1223",157,"vision",0,2.89473684210526
"1224",157,"vision",1,3.82394366197183
"1225",158,"Calories",0,4.74074074074074
"1226",158,"Calories",1,5.80769230769231
"1227",158,"GDP",0,2.48275862068966
"1228",158,"GDP",1,4.27692307692308
"1229",158,"memory",0,2.53191489361702
"1230",158,"memory",1,4.54248366013072
"1231",158,"vision",0,3.22641509433962
"1232",158,"vision",1,4.39455782312925
"1233",159,"Calories",0,4.07407407407407
"1234",159,"Calories",1,4.92857142857143
"1235",159,"GDP",0,2.16129032258065
"1236",159,"GDP",1,3.98591549295775
"1237",159,"memory",0,1.47368421052632
"1238",159,"memory",1,5.01666666666667
"1239",159,"vision",0,2.83333333333333
"1240",159,"vision",1,3.47857142857143
"1241",160,"Calories",0,6.81481481481481
"1242",160,"Calories",1,6.85074626865672
"1243",160,"GDP",0,6.03225806451613
"1244",160,"GDP",1,6.65333333333333
"1245",160,"memory",0,4.65454545454545
"1246",160,"memory",1,6.32413793103448
"1247",160,"vision",0,5.78571428571429
"1248",160,"vision",1,5.52083333333333
"1249",161,"Calories",0,4.22857142857143
"1250",161,"Calories",1,4.42253521126761
"1251",161,"GDP",0,3.70967741935484
"1252",161,"GDP",1,4.6031746031746
"1253",161,"memory",0,2.8
"1254",161,"memory",1,4.10714285714286
"1255",161,"vision",0,3.91228070175439
"1256",161,"vision",1,4.16783216783217
"1257",162,"Calories",0,3.62068965517241
"1258",162,"Calories",1,5.24657534246575
"1259",162,"GDP",0,2
"1260",162,"GDP",1,3.92307692307692
"1261",162,"memory",0,2.725
"1262",162,"memory",1,4.59235668789809
"1263",162,"vision",0,2.76271186440678
"1264",162,"vision",1,3.36879432624113
"1265",163,"Calories",0,4.46666666666667
"1266",163,"Calories",1,5.44155844155844
"1267",163,"GDP",0,1.64516129032258
"1268",163,"GDP",1,2.85483870967742
"1269",163,"memory",0,2.47272727272727
"1270",163,"memory",1,3.80689655172414
"1271",163,"vision",0,3.63265306122449
"1272",163,"vision",1,4.14189189189189
"1273",164,"Calories",0,5.93103448275862
"1274",164,"Calories",1,6.01449275362319
"1275",164,"GDP",0,3.90322580645161
"1276",164,"GDP",1,5.14084507042254
"1277",164,"memory",0,2.73076923076923
"1278",164,"memory",1,4.40540540540541
"1279",164,"vision",0,2.86206896551724
"1280",164,"vision",1,2.96478873239437
"1281",165,"Calories",0,5.21212121212121
"1282",165,"Calories",1,5.77142857142857
"1283",165,"GDP",0,2.96551724137931
"1284",165,"GDP",1,4.09230769230769
"1285",165,"memory",0,3.83333333333333
"1286",165,"memory",1,5.92356687898089
"1287",165,"vision",0,5.66037735849057
"1288",165,"vision",1,6.53061224489796
"1289",166,"Calories",0,5.30769230769231
"1290",166,"Calories",1,5.94202898550725
"1291",166,"GDP",0,5.46428571428571
"1292",166,"GDP",1,6.09333333333333
"1293",166,"memory",0,3.41860465116279
"1294",166,"memory",1,5.10967741935484
"1295",166,"vision",0,4.36065573770492
"1296",166,"vision",1,4.66906474820144
"1297",168,"Calories",0,4.67741935483871
"1298",168,"Calories",1,5.37878787878788
"1299",168,"GDP",0,4.60869565217391
"1300",168,"GDP",1,5.36708860759494
"1301",168,"memory",0,2.6530612244898
"1302",168,"memory",1,4.52112676056338
"1303",168,"vision",0,4.3728813559322
"1304",168,"vision",1,5.23571428571429
"1305",169,"Calories",0,4.58620689655172
"1306",169,"Calories",1,5.92647058823529
"1307",169,"GDP",0,2.67857142857143
"1308",169,"GDP",1,4.36
"1309",169,"memory",0,1.6875
"1310",169,"memory",1,3.67549668874172
"1311",169,"vision",0,3.33898305084746
"1312",169,"vision",1,3.86330935251799
"1313",170,"Calories",0,5.68
"1314",170,"Calories",1,6.60869565217391
"1315",170,"GDP",0,3.28125
"1316",170,"GDP",1,4.40540540540541
"1317",170,"memory",0,4
"1318",170,"memory",1,5.22077922077922
"1319",170,"vision",0,3.21428571428571
"1320",170,"vision",1,4.09090909090909
"1321",171,"Calories",0,3.62962962962963
"1322",171,"Calories",1,4.67647058823529
"1323",171,"GDP",0,2.27027027027027
"1324",171,"GDP",1,3.95588235294118
"1325",171,"memory",0,1.45945945945946
"1326",171,"memory",1,2.952
"1327",171,"vision",0,4.55172413793103
"1328",171,"vision",1,4.71830985915493
"1329",172,"Calories",0,5.61764705882353
"1330",172,"Calories",1,6.12676056338028
"1331",172,"GDP",0,5.1875
"1332",172,"GDP",1,6.2258064516129
"1333",172,"memory",0,2.9622641509434
"1334",172,"memory",1,4.93197278911565
"1335",172,"vision",0,4.14285714285714
"1336",172,"vision",1,5.05298013245033
"1337",173,"Calories",0,4.63636363636364
"1338",173,"Calories",1,5.30434782608696
"1339",173,"GDP",0,2.84375
"1340",173,"GDP",1,5.015625
"1341",173,"memory",0,3.11764705882353
"1342",173,"memory",1,5.83132530120482
"1343",173,"vision",0,4.16666666666667
"1344",173,"vision",1,4.8125
"1345",174,"Calories",0,4.78571428571429
"1346",174,"Calories",1,5.15277777777778
"1347",174,"GDP",0,3.55555555555556
"1348",174,"GDP",1,4.63888888888889
"1349",174,"memory",0,3.75555555555556
"1350",174,"memory",1,4.96129032258064
"1351",174,"vision",0,3.41379310344828
"1352",174,"vision",1,4.85211267605634
"1353",175,"Calories",0,4.75862068965517
"1354",175,"Calories",1,4.79452054794521
"1355",175,"GDP",0,3.08
"1356",175,"GDP",1,4.78082191780822
"1357",175,"memory",0,1.66666666666667
"1358",175,"memory",1,4.91061452513966
"1359",175,"vision",0,3.06896551724138
"1360",175,"vision",1,3.41549295774648
"1361",176,"Calories",0,2.96774193548387
"1362",176,"Calories",1,3.47887323943662
"1363",176,"GDP",0,1.55172413793103
"1364",176,"GDP",1,3.55072463768116
"1365",176,"memory",0,1.27272727272727
"1366",176,"memory",1,4.47590361445783
"1367",176,"vision",0,2.09090909090909
"1368",176,"vision",1,2.88275862068966
"1369",177,"Calories",0,5.42307692307692
"1370",177,"Calories",1,6.12162162162162
"1371",177,"GDP",0,5.66666666666667
"1372",177,"GDP",1,6.0625
"1373",177,"memory",0,3
"1374",177,"memory",1,5.45222929936306
"1375",177,"vision",0,3.68421052631579
"1376",177,"vision",1,4.45454545454545
"1377",178,"Calories",0,5.96551724137931
"1378",178,"Calories",1,5.82191780821918
"1379",178,"GDP",0,4.25
"1380",178,"GDP",1,5.47142857142857
"1381",178,"memory",0,2.71186440677966
"1382",178,"memory",1,5.16312056737589
"1383",178,"vision",0,3.55172413793103
"1384",178,"vision",1,5.21830985915493
"1385",179,"Calories",0,6.5
"1386",179,"Calories",1,6.96875
"1387",179,"GDP",0,6.92307692307692
"1388",179,"GDP",1,6.92682926829268
"1389",179,"memory",0,5.84444444444444
"1390",179,"memory",1,6.4
"1391",179,"vision",0,5.7
"1392",179,"vision",1,6.31428571428571
"1393",180,"Calories",0,4.11111111111111
"1394",180,"Calories",1,5
"1395",180,"GDP",0,2.85185185185185
"1396",180,"GDP",1,4.26388888888889
"1397",180,"memory",0,2.80851063829787
"1398",180,"memory",1,5.38815789473684
"1399",180,"vision",0,3.66666666666667
"1400",180,"vision",1,4.9041095890411
"1401",181,"Calories",0,4.64516129032258
"1402",181,"Calories",1,5.52173913043478
"1403",181,"GDP",0,4.33333333333333
"1404",181,"GDP",1,5.37142857142857
"1405",181,"memory",0,4.18032786885246
"1406",181,"memory",1,5.45323741007194
"1407",181,"vision",0,4.3125
"1408",181,"vision",1,4.56578947368421
"1409",182,"Calories",0,6.26666666666667
"1410",182,"Calories",1,6.42028985507246
"1411",182,"GDP",0,4.85185185185185
"1412",182,"GDP",1,6.125
"1413",182,"memory",0,4.25423728813559
"1414",182,"memory",1,5.27007299270073
"1415",182,"vision",0,4.63461538461539
"1416",182,"vision",1,5.5
"1417",183,"Calories",0,4
"1418",183,"Calories",1,5.18918918918919
"1419",183,"GDP",0,4.19230769230769
"1420",183,"GDP",1,5.15492957746479
"1421",183,"memory",0,1.77777777777778
"1422",183,"memory",1,4.75609756097561
"1423",183,"vision",0,3.26785714285714
"1424",183,"vision",1,3.46808510638298
"1425",184,"Calories",0,5.44
"1426",184,"Calories",1,6.29577464788732
"1427",184,"GDP",0,3.46666666666667
"1428",184,"GDP",1,5.97297297297297
"1429",184,"memory",0,2.83720930232558
"1430",184,"memory",1,5.70063694267516
"1431",184,"vision",0,3.73333333333333
"1432",184,"vision",1,5.61151079136691
"1433",185,"Calories",0,5.85714285714286
"1434",185,"Calories",1,6.18421052631579
"1435",185,"GDP",0,2.82758620689655
"1436",185,"GDP",1,4.34328358208955
"1437",185,"memory",0,2.02272727272727
"1438",185,"memory",1,4.87820512820513
"1439",185,"vision",0,1.7962962962963
"1440",185,"vision",1,5.27397260273973
"1441",186,"Calories",0,4.17857142857143
"1442",186,"Calories",1,5.5
"1443",186,"GDP",0,2.46666666666667
"1444",186,"GDP",1,2.8125
